X;Y;fid;id;sequence;trajectory_id;tracker;t
116.332817;39.926084;4168;4168;1716;3;2;2009-02-04 11:14:51+00
116.332845;39.926139;4169;4169;1717;3;2;2009-02-04 11:14:54+00
116.332839;39.926195;4170;4170;1718;3;2;2009-02-04 11:14:58+00
116.332807;39.926239;4171;4171;1719;3;2;2009-02-04 11:15:01+00
116.332829;39.926288;4172;4172;1720;3;2;2009-02-04 11:15:04+00
116.332871;39.926326;4173;4173;1721;3;2;2009-02-04 11:15:06+00
116.332914;39.926366;4174;4174;1722;3;2;2009-02-04 11:15:08+00
116.332946;39.926405;4175;4175;1723;3;2;2009-02-04 11:15:10+00
116.333017;39.926426;4176;4176;1724;3;2;2009-02-04 11:15:14+00
116.33304;39.926471;4177;4177;1725;3;2;2009-02-04 11:15:19+00
116.333107;39.92648;4178;4178;1726;3;2;2009-02-04 11:15:20+00
116.333133;39.926534;4179;4179;1727;3;2;2009-02-04 11:15:24+00
116.333162;39.926647;4180;4180;1728;3;2;2009-02-04 11:15:33+00
116.333132;39.926685;4181;4181;1729;3;2;2009-02-04 11:15:38+00
116.33322;39.926754;4182;4182;1730;3;2;2009-02-04 11:15:47+00
116.333164;39.926735;4183;4183;1731;3;2;2009-02-04 11:15:50+00
116.333233;39.926704;4184;4184;1732;3;2;2009-02-04 11:15:52+00
116.333318;39.926677;4185;4185;1733;3;2;2009-02-04 11:15:53+00
116.333307;39.926614;4186;4186;1734;3;2;2009-02-04 11:15:55+00
116.333362;39.92659;4187;4187;1735;3;2;2009-02-04 11:16:00+00
116.333425;39.926592;4188;4188;1736;3;2;2009-02-04 11:16:05+00
116.333422;39.92664;4189;4189;1737;3;2;2009-02-04 11:16:08+00
116.33348;39.92663;4190;4190;1738;3;2;2009-02-04 11:16:13+00
116.333551;39.926633;4191;4191;1739;3;2;2009-02-04 11:16:18+00
116.333608;39.926591;4192;4192;1740;3;2;2009-02-04 11:16:21+00
116.333651;39.926559;4193;4193;1741;3;2;2009-02-04 11:16:24+00
116.333688;39.926523;4194;4194;1742;3;2;2009-02-04 11:16:27+00
116.333754;39.926511;4195;4195;1743;3;2;2009-02-04 11:16:30+00
116.333825;39.926499;4196;4196;1744;3;2;2009-02-04 11:16:34+00
116.333888;39.926518;4197;4197;1745;3;2;2009-02-04 11:16:38+00
116.333955;39.926483;4198;4198;1746;3;2;2009-02-04 11:16:42+00
116.334015;39.926445;4199;4199;1747;3;2;2009-02-04 11:16:45+00
116.334086;39.92647;4200;4200;1748;3;2;2009-02-04 11:16:49+00
116.334152;39.926461;4201;4201;1749;3;2;2009-02-04 11:16:54+00
116.334216;39.926473;4202;4202;1750;3;2;2009-02-04 11:16:58+00
116.334284;39.926481;4203;4203;1751;3;2;2009-02-04 11:17:02+00
116.334347;39.926458;4204;4204;1752;3;2;2009-02-04 11:17:06+00
116.334401;39.92642;4205;4205;1753;3;2;2009-02-04 11:17:10+00
116.334453;39.926378;4206;4206;1754;3;2;2009-02-04 11:17:13+00
116.334504;39.926359;4207;4207;1755;3;2;2009-02-04 11:17:17+00
116.334564;39.926328;4208;4208;1756;3;2;2009-02-04 11:17:20+00
116.334618;39.926348;4209;4209;1757;3;2;2009-02-04 11:17:23+00
116.334674;39.926337;4210;4210;1758;3;2;2009-02-04 11:17:27+00
116.334738;39.926341;4211;4211;1759;3;2;2009-02-04 11:17:30+00
116.334801;39.926319;4212;4212;1760;3;2;2009-02-04 11:17:34+00
116.33484;39.926275;4213;4213;1761;3;2;2009-02-04 11:17:38+00
116.334887;39.926218;4214;4214;1762;3;2;2009-02-04 11:17:41+00
116.334915;39.926267;4215;4215;1763;3;2;2009-02-04 11:17:42+00
116.334955;39.926212;4216;4216;1764;3;2;2009-02-04 11:17:45+00
116.335021;39.926259;4217;4217;1765;3;2;2009-02-04 11:17:48+00
116.335073;39.926235;4218;4218;1766;3;2;2009-02-04 11:17:51+00
116.3351;39.926208;4219;4219;1767;3;2;2009-02-04 11:17:55+00
116.335106;39.92616;4220;4220;1768;3;2;2009-02-04 11:18:00+00
116.335165;39.926279;4221;4221;1769;3;2;2009-02-04 11:18:04+00
116.335219;39.926243;4222;4222;1770;3;2;2009-02-04 11:18:05+00
116.335238;39.926194;4223;4223;1771;3;2;2009-02-04 11:18:08+00
116.335241;39.926144;4224;4224;1772;3;2;2009-02-04 11:18:11+00
116.335226;39.926094;4225;4225;1773;3;2;2009-02-04 11:18:13+00
116.335221;39.926012;4226;4226;1774;3;2;2009-02-04 11:18:15+00
116.335245;39.925931;4227;4227;1775;3;2;2009-02-04 11:18:17+00
116.335276;39.925875;4228;4228;1776;3;2;2009-02-04 11:18:18+00
116.335317;39.925892;4229;4229;1777;3;2;2009-02-04 11:18:23+00
116.335369;39.925908;4230;4230;1778;3;2;2009-02-04 11:18:28+00
116.335419;39.925906;4231;4231;1779;3;2;2009-02-04 11:18:31+00
116.335451;39.925872;4232;4232;1780;3;2;2009-02-04 11:18:35+00
116.335501;39.925912;4233;4233;1781;3;2;2009-02-04 11:18:36+00
116.335539;39.92596;4234;4234;1782;3;2;2009-02-04 11:18:37+00
116.335563;39.92594;4235;4235;1783;3;2;2009-02-04 11:18:42+00
116.33561;39.925899;4236;4236;1784;3;2;2009-02-04 11:18:45+00
116.335641;39.925856;4237;4237;1785;3;2;2009-02-04 11:18:47+00
116.335678;39.925811;4238;4238;1786;3;2;2009-02-04 11:18:50+00
116.335706;39.925757;4239;4239;1787;3;2;2009-02-04 11:18:54+00
116.335743;39.925721;4240;4240;1788;3;2;2009-02-04 11:18:57+00
116.335792;39.925678;4241;4241;1789;3;2;2009-02-04 11:19:00+00
116.335837;39.925658;4242;4242;1790;3;2;2009-02-04 11:19:03+00
116.335886;39.925641;4243;4243;1791;3;2;2009-02-04 11:19:07+00
116.335911;39.925605;4244;4244;1792;3;2;2009-02-04 11:19:11+00
116.335973;39.925568;4245;4245;1793;3;2;2009-02-04 11:19:14+00
116.336022;39.925532;4246;4246;1794;3;2;2009-02-04 11:19:16+00
116.336072;39.925494;4247;4247;1795;3;2;2009-02-04 11:19:19+00
116.336113;39.925438;4248;4248;1796;3;2;2009-02-04 11:19:21+00
116.336141;39.925388;4249;4249;1797;3;2;2009-02-04 11:19:25+00
116.336133;39.925358;4250;4250;1798;3;2;2009-02-04 11:19:30+00
116.336103;39.925325;4251;4251;1799;3;2;2009-02-04 11:19:34+00
116.336106;39.925283;4252;4252;1800;3;2;2009-02-04 11:19:37+00
116.3361;39.92524;4253;4253;1801;3;2;2009-02-04 11:19:41+00
116.3361;39.925194;4254;4254;1802;3;2;2009-02-04 11:19:45+00
116.336094;39.925144;4255;4255;1803;3;2;2009-02-04 11:19:49+00
116.336084;39.925103;4256;4256;1804;3;2;2009-02-04 11:19:52+00
116.336105;39.925059;4257;4257;1805;3;2;2009-02-04 11:19:56+00
116.336105;39.924993;4258;4258;1806;3;2;2009-02-04 11:19:59+00
116.336175;39.924981;4259;4259;1807;3;2;2009-02-04 11:20:02+00
116.336238;39.924965;4260;4260;1808;3;2;2009-02-04 11:20:05+00
116.336306;39.924961;4261;4261;1809;3;2;2009-02-04 11:20:09+00
116.336446;39.925345;4262;4262;1810;3;2;2009-02-04 11:20:12+00
116.388053;39.903418;4263;4263;1;4;2;2009-03-10 10:36:45+00
116.388042;39.9035;4264;4264;2;4;2;2009-03-10 10:36:46+00
116.388035;39.903467;4265;4265;3;4;2;2009-03-10 10:36:47+00
116.388061;39.903541;4266;4266;4;4;2;2009-03-10 10:36:48+00
116.388084;39.903586;4267;4267;5;4;2;2009-03-10 10:36:49+00
116.388137;39.903734;4268;4268;6;4;2;2009-03-10 10:36:50+00
116.38818;39.903834;4269;4269;7;4;2;2009-03-10 10:36:51+00
116.388184;39.903803;4270;4270;8;4;2;2009-03-10 10:36:53+00
116.388208;39.903817;4271;4271;9;4;2;2009-03-10 10:36:54+00
116.388205;39.903789;4272;4272;10;4;2;2009-03-10 10:36:55+00
116.388192;39.903674;4273;4273;11;4;2;2009-03-10 10:36:58+00
116.388248;39.903757;4274;4274;12;4;2;2009-03-10 10:37:00+00
116.388268;39.903776;4275;4275;13;4;2;2009-03-10 10:37:01+00
116.388286;39.903748;4276;4276;14;4;2;2009-03-10 10:37:04+00
116.388339;39.903825;4277;4277;15;4;2;2009-03-10 10:37:05+00
116.388373;39.903872;4278;4278;16;4;2;2009-03-10 10:37:06+00
116.388395;39.903898;4279;4279;17;4;2;2009-03-10 10:37:07+00
116.388412;39.903925;4280;4280;18;4;2;2009-03-10 10:37:08+00
116.38844;39.903977;4281;4281;19;4;2;2009-03-10 10:37:09+00
116.388448;39.903998;4282;4282;20;4;2;2009-03-10 10:37:10+00
116.388476;39.904092;4283;4283;21;4;2;2009-03-10 10:37:12+00
116.388509;39.904238;4284;4284;22;4;2;2009-03-10 10:37:13+00
116.388551;39.904416;4285;4285;23;4;2;2009-03-10 10:37:14+00
116.388574;39.904486;4286;4286;24;4;2;2009-03-10 10:37:15+00
116.388627;39.904648;4287;4287;25;4;2;2009-03-10 10:37:16+00
116.388646;39.904709;4288;4288;26;4;2;2009-03-10 10:37:17+00
116.38867;39.904773;4289;4289;27;4;2;2009-03-10 10:37:18+00
116.388683;39.90482;4290;4290;28;4;2;2009-03-10 10:37:19+00
116.388707;39.904884;4291;4291;29;4;2;2009-03-10 10:37:20+00
116.388729;39.904942;4292;4292;30;4;2;2009-03-10 10:37:21+00
116.388756;39.905011;4293;4293;31;4;2;2009-03-10 10:37:22+00
116.388775;39.905068;4294;4294;32;4;2;2009-03-10 10:37:23+00
116.388834;39.905185;4295;4295;33;4;2;2009-03-10 10:37:24+00
116.388865;39.90525;4296;4296;34;4;2;2009-03-10 10:37:25+00
116.388875;39.905259;4297;4297;35;4;2;2009-03-10 10:37:27+00
116.38886;39.905219;4298;4298;36;4;2;2009-03-10 10:37:28+00
116.388839;39.905207;4299;4299;37;4;2;2009-03-10 10:37:31+00
116.388852;39.905248;4300;4300;38;4;2;2009-03-10 10:37:32+00
116.388862;39.905288;4301;4301;39;4;2;2009-03-10 10:37:33+00
116.388879;39.905348;4302;4302;40;4;2;2009-03-10 10:37:34+00
116.388882;39.905382;4303;4303;41;4;2;2009-03-10 10:37:35+00
116.388882;39.905411;4304;4304;42;4;2;2009-03-10 10:37:36+00
116.38887;39.905423;4305;4305;43;4;2;2009-03-10 10:37:37+00
116.388861;39.905465;4306;4306;44;4;2;2009-03-10 10:37:39+00
116.38886;39.905475;4307;4307;45;4;2;2009-03-10 10:37:40+00
116.38886;39.905486;4308;4308;46;4;2;2009-03-10 10:37:41+00
116.38887;39.905524;4309;4309;47;4;2;2009-03-10 10:37:42+00
116.388876;39.905549;4310;4310;48;4;2;2009-03-10 10:37:43+00
116.388877;39.905574;4311;4311;49;4;2;2009-03-10 10:37:44+00
116.388874;39.905609;4312;4312;50;4;2;2009-03-10 10:37:45+00
116.388882;39.905661;4313;4313;51;4;2;2009-03-10 10:37:46+00
116.388923;39.905804;4314;4314;52;4;2;2009-03-10 10:37:47+00
116.388908;39.90582;4315;4315;53;4;2;2009-03-10 10:37:49+00
116.388511;39.90702;4316;4316;54;4;2;2009-03-10 10:40:45+00
116.388354;39.906981;4317;4317;55;4;2;2009-03-10 10:40:46+00
116.388152;39.906924;4318;4318;56;4;2;2009-03-10 10:40:47+00
116.388157;39.906947;4319;4319;57;4;2;2009-03-10 10:40:49+00
116.388147;39.906965;4320;4320;58;4;2;2009-03-10 10:40:51+00
116.388937;39.90722;4321;4321;59;4;2;2009-03-10 10:43:20+00
116.389156;39.907059;4322;4322;60;4;2;2009-03-10 10:43:21+00
116.38918;39.907048;4323;4323;61;4;2;2009-03-10 10:43:23+00
116.389306;39.90694;4324;4324;62;4;2;2009-03-10 10:43:24+00
116.38941;39.906849;4325;4325;63;4;2;2009-03-10 10:43:25+00
116.389442;39.906813;4326;4326;64;4;2;2009-03-10 10:43:26+00
116.389476;39.906772;4327;4327;65;4;2;2009-03-10 10:43:28+00
116.38951;39.906731;4328;4328;66;4;2;2009-03-10 10:43:31+00
116.38955;39.906692;4329;4329;67;4;2;2009-03-10 10:43:34+00
116.389566;39.90667;4330;4330;68;4;2;2009-03-10 10:43:37+00
116.389551;39.906598;4331;4331;69;4;2;2009-03-10 10:43:41+00
116.389546;39.906616;4332;4332;70;4;2;2009-03-10 10:43:42+00
116.38955;39.906651;4333;4333;71;4;2;2009-03-10 10:43:43+00
116.38954;39.906694;4334;4334;72;4;2;2009-03-10 10:43:44+00
116.389529;39.906708;4335;4335;73;4;2;2009-03-10 10:43:45+00
116.389532;39.906745;4336;4336;74;4;2;2009-03-10 10:43:46+00
116.389534;39.906781;4337;4337;75;4;2;2009-03-10 10:43:47+00
116.389533;39.906808;4338;4338;76;4;2;2009-03-10 10:43:48+00
116.389541;39.906846;4339;4339;77;4;2;2009-03-10 10:43:49+00
116.389541;39.906865;4340;4340;78;4;2;2009-03-10 10:43:50+00
116.389529;39.906885;4341;4341;79;4;2;2009-03-10 10:43:52+00
116.389491;39.906886;4342;4342;80;4;2;2009-03-10 10:43:55+00
116.389458;39.906892;4343;4343;81;4;2;2009-03-10 10:43:59+00
116.389454;39.906908;4344;4344;82;4;2;2009-03-10 10:44:01+00
116.389465;39.906929;4345;4345;83;4;2;2009-03-10 10:44:02+00
116.389504;39.906968;4346;4346;84;4;2;2009-03-10 10:44:04+00
116.389523;39.906995;4347;4347;85;4;2;2009-03-10 10:44:05+00
116.389543;39.907018;4348;4348;86;4;2;2009-03-10 10:44:07+00
116.389553;39.90704;4349;4349;87;4;2;2009-03-10 10:44:08+00
116.389566;39.907066;4350;4350;88;4;2;2009-03-10 10:44:09+00
116.389578;39.90709;4351;4351;89;4;2;2009-03-10 10:44:11+00
116.389588;39.907104;4352;4352;90;4;2;2009-03-10 10:44:12+00
116.389598;39.907118;4353;4353;91;4;2;2009-03-10 10:44:13+00
116.389611;39.907134;4354;4354;92;4;2;2009-03-10 10:44:14+00
116.389581;39.907038;4355;4355;93;4;2;2009-03-10 10:44:16+00
116.389551;39.906973;4356;4356;94;4;2;2009-03-10 10:44:18+00
116.389559;39.906939;4357;4357;95;4;2;2009-03-10 10:44:22+00
116.382189;39.896921;4358;4358;96;4;2;2009-03-10 10:49:17+00
116.380338;39.898275;4359;4359;97;4;2;2009-03-10 10:49:19+00
116.380314;39.898276;4360;4360;98;4;2;2009-03-10 10:49:22+00
116.380247;39.898319;4361;4361;99;4;2;2009-03-10 10:49:23+00
116.380196;39.898331;4362;4362;100;4;2;2009-03-10 10:49:25+00
116.380155;39.898338;4363;4363;101;4;2;2009-03-10 10:49:28+00
116.380135;39.898323;4364;4364;102;4;2;2009-03-10 10:49:30+00
116.38012;39.898281;4365;4365;103;4;2;2009-03-10 10:49:32+00
116.380091;39.898248;4366;4366;104;4;2;2009-03-10 10:49:33+00
116.380067;39.898222;4367;4367;105;4;2;2009-03-10 10:49:34+00
116.380098;39.89822;4368;4368;106;4;2;2009-03-10 10:49:38+00
116.38013;39.898257;4369;4369;107;4;2;2009-03-10 10:49:39+00
116.380151;39.898278;4370;4370;108;4;2;2009-03-10 10:49:40+00
116.380205;39.898342;4371;4371;109;4;2;2009-03-10 10:49:41+00
116.380254;39.898384;4372;4372;110;4;2;2009-03-10 10:49:42+00
116.380259;39.898352;4373;4373;111;4;2;2009-03-10 10:49:44+00
116.380252;39.89833;4374;4374;112;4;2;2009-03-10 10:49:45+00
116.380236;39.898308;4375;4375;113;4;2;2009-03-10 10:49:47+00
116.380198;39.898341;4376;4376;114;4;2;2009-03-10 10:49:50+00
116.380191;39.898376;4377;4377;115;4;2;2009-03-10 10:49:51+00
116.380157;39.898369;4378;4378;116;4;2;2009-03-10 10:49:53+00
116.380137;39.89835;4379;4379;117;4;2;2009-03-10 10:49:54+00
116.380111;39.898314;4380;4380;118;4;2;2009-03-10 10:49:55+00
116.380097;39.898258;4381;4381;119;4;2;2009-03-10 10:49:59+00
116.380063;39.898208;4382;4382;120;4;2;2009-03-10 10:50:00+00
116.380048;39.898177;4383;4383;121;4;2;2009-03-10 10:50:01+00
116.380024;39.898146;4384;4384;122;4;2;2009-03-10 10:50:02+00
116.379993;39.898118;4385;4385;123;4;2;2009-03-10 10:50:03+00
116.379976;39.898091;4386;4386;124;4;2;2009-03-10 10:50:04+00
116.379956;39.898065;4387;4387;125;4;2;2009-03-10 10:50:05+00
116.379939;39.898022;4388;4388;126;4;2;2009-03-10 10:50:15+00
116.379924;39.897996;4389;4389;127;4;2;2009-03-10 10:50:16+00
116.379926;39.897989;4390;4390;128;4;2;2009-03-10 10:50:18+00
116.379945;39.898013;4391;4391;129;4;2;2009-03-10 10:50:20+00
116.379958;39.898044;4392;4392;130;4;2;2009-03-10 10:50:21+00
116.379974;39.898077;4393;4393;131;4;2;2009-03-10 10:50:22+00
116.38001;39.898147;4394;4394;132;4;2;2009-03-10 10:50:24+00
116.380034;39.898167;4395;4395;133;4;2;2009-03-10 10:50:27+00
116.380067;39.8982;4396;4396;134;4;2;2009-03-10 10:50:29+00
116.380067;39.8982;4397;4397;135;4;2;2009-03-10 10:50:32+00
116.380064;39.898207;4398;4398;136;4;2;2009-03-10 10:50:34+00
116.380034;39.898184;4399;4399;137;4;2;2009-03-10 10:50:36+00
116.380025;39.898214;4400;4400;138;4;2;2009-03-10 10:50:41+00
116.379978;39.898186;4401;4401;139;4;2;2009-03-10 10:50:45+00
116.379934;39.898127;4402;4402;140;4;2;2009-03-10 10:50:46+00
116.379923;39.898107;4403;4403;141;4;2;2009-03-10 10:50:47+00
116.379913;39.898076;4404;4404;142;4;2;2009-03-10 10:50:49+00
116.379955;39.898094;4405;4405;143;4;2;2009-03-10 10:50:53+00
116.380022;39.898102;4406;4406;144;4;2;2009-03-10 10:50:58+00
116.380047;39.898123;4407;4407;145;4;2;2009-03-10 10:50:59+00
116.380067;39.898133;4408;4408;146;4;2;2009-03-10 10:51:00+00
116.380082;39.89814;4409;4409;147;4;2;2009-03-10 10:51:01+00
116.380108;39.898107;4410;4410;148;4;2;2009-03-10 10:51:06+00
116.380155;39.898127;4411;4411;149;4;2;2009-03-10 10:51:09+00
116.380186;39.898146;4412;4412;150;4;2;2009-03-10 10:51:11+00
116.380207;39.898157;4413;4413;151;4;2;2009-03-10 10:51:12+00
116.380242;39.898169;4414;4414;152;4;2;2009-03-10 10:51:14+00
116.380303;39.898198;4415;4415;153;4;2;2009-03-10 10:51:16+00
116.380326;39.898205;4416;4416;154;4;2;2009-03-10 10:51:17+00
116.380376;39.898214;4417;4417;155;4;2;2009-03-10 10:51:19+00
116.380405;39.89822;4418;4418;156;4;2;2009-03-10 10:51:20+00
116.380447;39.898234;4419;4419;157;4;2;2009-03-10 10:51:21+00
116.380477;39.898233;4420;4420;158;4;2;2009-03-10 10:51:22+00
116.380508;39.898226;4421;4421;159;4;2;2009-03-10 10:51:23+00
116.380548;39.898222;4422;4422;160;4;2;2009-03-10 10:51:24+00
116.380619;39.898248;4423;4423;161;4;2;2009-03-10 10:51:25+00
116.380653;39.898246;4424;4424;162;4;2;2009-03-10 10:51:27+00
116.38067;39.898254;4425;4425;163;4;2;2009-03-10 10:51:29+00
116.380695;39.898286;4426;4426;164;4;2;2009-03-10 10:51:30+00
116.380737;39.898347;4427;4427;165;4;2;2009-03-10 10:51:31+00
116.380764;39.89836;4428;4428;166;4;2;2009-03-10 10:51:34+00
116.380806;39.898371;4429;4429;167;4;2;2009-03-10 10:51:36+00
116.380849;39.898348;4430;4430;168;4;2;2009-03-10 10:51:40+00
116.379789;39.897661;4431;4431;169;4;2;2009-03-10 10:51:43+00
116.379201;39.897295;4432;4432;170;4;2;2009-03-10 10:51:44+00
116.378873;39.897088;4433;4433;171;4;2;2009-03-10 10:51:45+00
116.378689;39.896968;4434;4434;172;4;2;2009-03-10 10:51:46+00
116.378584;39.896899;4435;4435;173;4;2;2009-03-10 10:51:47+00
116.378527;39.896861;4436;4436;174;4;2;2009-03-10 10:51:48+00
116.378494;39.896838;4437;4437;175;4;2;2009-03-10 10:51:49+00
116.378462;39.896833;4438;4438;176;4;2;2009-03-10 10:51:50+00
116.378445;39.89682;4439;4439;177;4;2;2009-03-10 10:51:52+00
116.378407;39.896822;4440;4440;178;4;2;2009-03-10 10:51:55+00
116.378369;39.896851;4441;4441;179;4;2;2009-03-10 10:52:00+00
116.37838;39.896857;4442;4442;180;4;2;2009-03-10 10:52:05+00
116.37838;39.896857;4443;4443;181;4;2;2009-03-10 10:52:08+00
116.378382;39.896865;4444;4444;182;4;2;2009-03-10 10:52:10+00
116.37834;39.896897;4445;4445;183;4;2;2009-03-10 10:52:15+00
116.378297;39.896915;4446;4446;184;4;2;2009-03-10 10:52:20+00
116.378307;39.896904;4447;4447;185;4;2;2009-03-10 10:52:25+00
116.378306;39.896969;4448;4448;186;4;2;2009-03-10 10:52:28+00
116.378297;39.896987;4449;4449;187;4;2;2009-03-10 10:52:33+00
116.378285;39.896992;4450;4450;188;4;2;2009-03-10 10:52:38+00
116.378285;39.896992;4451;4451;189;4;2;2009-03-10 10:52:41+00
116.378292;39.896985;4452;4452;190;4;2;2009-03-10 10:52:43+00
116.378275;39.896986;4453;4453;191;4;2;2009-03-10 10:52:48+00
116.378275;39.897013;4454;4454;192;4;2;2009-03-10 10:52:53+00
116.378253;39.896983;4455;4455;193;4;2;2009-03-10 10:52:58+00
116.378247;39.896986;4456;4456;194;4;2;2009-03-10 10:53:03+00
116.378247;39.896986;4457;4457;195;4;2;2009-03-10 10:53:06+00
116.378243;39.896983;4458;4458;196;4;2;2009-03-10 10:53:08+00
116.378271;39.896969;4459;4459;197;4;2;2009-03-10 10:53:13+00
116.378286;39.896963;4460;4460;198;4;2;2009-03-10 10:53:18+00
116.377559;39.896671;4461;4461;199;4;2;2009-03-10 10:53:22+00
116.377559;39.896671;4462;4462;200;4;2;2009-03-10 10:53:25+00
116.377556;39.896672;4463;4463;201;4;2;2009-03-10 10:53:27+00
116.37756;39.896691;4464;4464;202;4;2;2009-03-10 10:53:32+00
116.377556;39.896716;4465;4465;203;4;2;2009-03-10 10:53:37+00
116.377556;39.896716;4466;4466;204;4;2;2009-03-10 10:53:40+00
116.377556;39.896721;4467;4467;205;4;2;2009-03-10 10:53:42+00
116.377553;39.896762;4468;4468;206;4;2;2009-03-10 10:53:47+00
116.377571;39.896815;4469;4469;207;4;2;2009-03-10 10:53:51+00
116.377589;39.896866;4470;4470;208;4;2;2009-03-10 10:53:54+00
116.377613;39.896913;4471;4471;209;4;2;2009-03-10 10:53:57+00
116.377625;39.896953;4472;4472;210;4;2;2009-03-10 10:54:02+00
116.377601;39.896948;4473;4473;211;4;2;2009-03-10 10:54:07+00
116.377575;39.896996;4474;4474;212;4;2;2009-03-10 10:54:12+00
116.377549;39.897041;4475;4475;213;4;2;2009-03-10 10:54:15+00
116.377517;39.897107;4476;4476;214;4;2;2009-03-10 10:54:17+00
116.3775;39.897151;4477;4477;215;4;2;2009-03-10 10:54:18+00
116.377488;39.897202;4478;4478;216;4;2;2009-03-10 10:54:19+00
116.377478;39.897263;4479;4479;217;4;2;2009-03-10 10:54:20+00
116.377464;39.897326;4480;4480;218;4;2;2009-03-10 10:54:21+00
116.377455;39.897398;4481;4481;219;4;2;2009-03-10 10:54:22+00
116.377444;39.897474;4482;4482;220;4;2;2009-03-10 10:54:23+00
116.37744;39.89754;4483;4483;221;4;2;2009-03-10 10:54:24+00
116.377437;39.897605;4484;4484;222;4;2;2009-03-10 10:54:25+00
116.377435;39.897667;4485;4485;223;4;2;2009-03-10 10:54:26+00
116.377427;39.897722;4486;4486;224;4;2;2009-03-10 10:54:27+00
116.377412;39.897781;4487;4487;225;4;2;2009-03-10 10:54:28+00
116.377392;39.897832;4488;4488;226;4;2;2009-03-10 10:54:29+00
116.377369;39.89788;4489;4489;227;4;2;2009-03-10 10:54:30+00
116.377357;39.897929;4490;4490;228;4;2;2009-03-10 10:54:31+00
116.377347;39.89798;4491;4491;229;4;2;2009-03-10 10:54:32+00
116.377342;39.898036;4492;4492;230;4;2;2009-03-10 10:54:33+00
116.377343;39.898094;4493;4493;231;4;2;2009-03-10 10:54:34+00
116.377343;39.898155;4494;4494;232;4;2;2009-03-10 10:54:35+00
116.377346;39.898224;4495;4495;233;4;2;2009-03-10 10:54:36+00
116.377349;39.898294;4496;4496;234;4;2;2009-03-10 10:54:37+00
116.37735;39.898363;4497;4497;235;4;2;2009-03-10 10:54:38+00
116.377362;39.898429;4498;4498;236;4;2;2009-03-10 10:54:39+00
116.377373;39.898491;4499;4499;237;4;2;2009-03-10 10:54:40+00
116.377378;39.898544;4500;4500;238;4;2;2009-03-10 10:54:41+00
116.377391;39.898626;4501;4501;239;4;2;2009-03-10 10:54:43+00
116.37742;39.898678;4502;4502;240;4;2;2009-03-10 10:54:46+00
116.377455;39.898729;4503;4503;241;4;2;2009-03-10 10:54:49+00
116.377443;39.898781;4504;4504;242;4;2;2009-03-10 10:54:52+00
116.377385;39.898823;4505;4505;243;4;2;2009-03-10 10:54:55+00
116.377319;39.898838;4506;4506;244;4;2;2009-03-10 10:54:57+00
116.377223;39.898836;4507;4507;245;4;2;2009-03-10 10:54:59+00
116.377164;39.89883;4508;4508;246;4;2;2009-03-10 10:55:00+00
116.377099;39.898819;4509;4509;247;4;2;2009-03-10 10:55:01+00
116.377029;39.898812;4510;4510;248;4;2;2009-03-10 10:55:02+00
116.376953;39.898803;4511;4511;249;4;2;2009-03-10 10:55:03+00
116.376872;39.8988;4512;4512;250;4;2;2009-03-10 10:55:04+00
116.376791;39.898797;4513;4513;251;4;2;2009-03-10 10:55:05+00
116.376707;39.898792;4514;4514;252;4;2;2009-03-10 10:55:06+00
116.376619;39.898793;4515;4515;253;4;2;2009-03-10 10:55:07+00
116.376525;39.898794;4516;4516;254;4;2;2009-03-10 10:55:08+00
116.376432;39.898793;4517;4517;255;4;2;2009-03-10 10:55:09+00
116.376339;39.898792;4518;4518;256;4;2;2009-03-10 10:55:10+00
116.376251;39.898792;4519;4519;257;4;2;2009-03-10 10:55:11+00
116.376168;39.898793;4520;4520;258;4;2;2009-03-10 10:55:12+00
116.376087;39.898795;4521;4521;259;4;2;2009-03-10 10:55:13+00
116.376007;39.898797;4522;4522;260;4;2;2009-03-10 10:55:14+00
116.375923;39.898798;4523;4523;261;4;2;2009-03-10 10:55:15+00
116.375835;39.898801;4524;4524;262;4;2;2009-03-10 10:55:16+00
116.375744;39.898804;4525;4525;263;4;2;2009-03-10 10:55:17+00
116.375661;39.898799;4526;4526;264;4;2;2009-03-10 10:55:18+00
116.375582;39.898793;4527;4527;265;4;2;2009-03-10 10:55:19+00
116.375508;39.898785;4528;4528;266;4;2;2009-03-10 10:55:20+00
116.375436;39.898785;4529;4529;267;4;2;2009-03-10 10:55:21+00
116.375364;39.898787;4530;4530;268;4;2;2009-03-10 10:55:22+00
116.375291;39.898786;4531;4531;269;4;2;2009-03-10 10:55:23+00
116.37522;39.898782;4532;4532;270;4;2;2009-03-10 10:55:24+00
116.375141;39.898779;4533;4533;271;4;2;2009-03-10 10:55:25+00
116.375052;39.898772;4534;4534;272;4;2;2009-03-10 10:55:26+00
116.374956;39.89877;4535;4535;273;4;2;2009-03-10 10:55:27+00
116.374864;39.898772;4536;4536;274;4;2;2009-03-10 10:55:28+00
116.374771;39.898766;4537;4537;275;4;2;2009-03-10 10:55:29+00
116.374674;39.89875;4538;4538;276;4;2;2009-03-10 10:55:30+00
116.374581;39.898734;4539;4539;277;4;2;2009-03-10 10:55:31+00
116.37448;39.898721;4540;4540;278;4;2;2009-03-10 10:55:32+00
116.374375;39.898712;4541;4541;279;4;2;2009-03-10 10:55:33+00
116.374268;39.898708;4542;4542;280;4;2;2009-03-10 10:55:34+00
